,id,host_is_superhost,host_response_rate,host_response_time,host_listings_count,host_identity_verified,accommodates,neighbourhood_group_cleansed,property_type,room_type,latitude,longitude,guests_included,bathrooms,bedrooms,beds,bed_type,amenities,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,cancellation_policy,price
854,4400811,t,1,within an hour,2,t,5,Rainier Valley,House,Entire home/apt,47.57165684,-122.2911688,4,2,2,2,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Outlet covers"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide doorway""}",40,3,28,f,moderate,120
6870,26110397,f,1,within an hour,1,f,4,Downtown,Apartment,Entire home/apt,47.59919655,-122.3280156,2,1,1,2,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",Breakfast,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}",50,1,31,t,flexible,141
7773,29378466,f,0.99,within an hour,152,f,2,Downtown,Apartment,Entire home/apt,47.60910484,-122.3236509,2,1,0,1,Real Bed,"{TV,Wifi,Kitchen,Gym,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad}",75,30,1125,f,strict_14_with_grace_period,120
7897,29914151,f,1,within an hour,7,f,5,Northgate,House,Entire home/apt,47.7185279,-122.3239196,2,1,1,2,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",55,1,1125,t,strict_14_with_grace_period,75
6218,23983211,f,1,within an hour,123,f,2,Other neighborhoods,House,Private room,47.66132329,-122.3239926,1,2,1,1,Real Bed,"{Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",20,1,21,t,strict_14_with_grace_period,40
6442,24700100,t,1,within an hour,131,f,2,Cascade,Serviced apartment,Entire home/apt,47.62238189,-122.3320489,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",75,2,1125,t,flexible,150
1478,7543458,t,1,within an hour,4,t,2,Central Area,Apartment,Entire home/apt,47.61119778,-122.3010867,1,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,""Pets allowed"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",55,1,1125,t,moderate,109
1961,9706229,f,0.99,within an hour,4,t,2,Downtown,Apartment,Entire home/apt,47.60862537,-122.338573,2,1,0,1,Real Bed,"{TV,Internet,Wifi,Kitchen,""Paid parking off premises"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",Other,""Paid parking on premises""}",50,2,29,t,strict_14_with_grace_period,169
52,119103,t,1,within an hour,2,t,3,Other neighborhoods,Guesthouse,Entire home/apt,47.65230911,-122.3500045,2,1,1,2,Real Bed,"{Wifi,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Hair dryer"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}",0,3,1125,f,moderate,79
6445,24700432,t,1,within an hour,131,f,2,Cascade,Serviced apartment,Entire home/apt,47.62129378,-122.3320922,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",75,2,1125,t,flexible,150
6227,23999507,t,1,within an hour,1,f,4,Other neighborhoods,Townhouse,Entire home/apt,47.67477492,-122.3192205,4,1.5,2,2,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance""}",189,3,40,t,strict_14_with_grace_period,149
3996,18272323,t,1,within an hour,1,t,6,Lake City,House,Entire home/apt,47.7104145,-122.2819245,4,2,2,2,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance"",TV,Bathtub,""Children’s books and toys"",""Babysitter recommendations"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""EV charger"",""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Step-free access""}",45,2,40,f,moderate,150
5583,22210627,f,0.99,within an hour,521,f,3,Downtown,Apartment,Entire home/apt,47.61059677,-122.3285977,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",Keypad,""Building staff"",""Private living room""}",89,2,1125,t,strict,250
6890,26160704,t,1,within an hour,3,f,11,Queen Anne,House,Entire home/apt,47.64733308,-122.3597707,4,2,4,8,Real Bed,"{TV,Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Private entrance"",""Children’s books and toys"",""Children’s dinnerware"",""Hot water""}",185,2,31,f,strict_14_with_grace_period,340
7597,28781499,f,1,within an hour,1,t,2,Lake City,Guest suite,Entire home/apt,47.7246749,-122.3001774,1,1,0,1,Real Bed,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Self check-in"",Keypad,""Private entrance"",""Hot water""}",55,1,1125,t,flexible,145
7485,28386080,f,1,within an hour,123,f,1,Capitol Hill,House,Shared room,47.64228308,-122.3022055,1,1,1,1,Real Bed,"{Wifi,Kitchen,Heating,Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}",15,1,21,t,strict_14_with_grace_period,30
1143,6153532,t,1,within an hour,1,t,2,Ballard,Guest suite,Entire home/apt,47.6889101,-122.3687738,1,1,1,1,Real Bed,"{Wifi,Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Single level home"",""Garden or backyard"",""Luggage dropoff allowed"",""Flat path to front door"",""Step-free access"",""Step-free access"",""Step-free access"",Kitchenette,""Full kitchen""}",40,2,21,f,moderate,112
4421,19594262,t,1,within an hour,2,f,2,Ballard,Townhouse,Private room,47.67975485,-122.3767219,2,1,1,1,Real Bed,"{TV,Wifi,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}",35,1,4,f,flexible,75
4682,20252870,t,1,within a day,1,t,4,Central Area,Townhouse,Private room,47.59715465,-122.3102469,2,1,2,2,Real Bed,"{TV,Wifi,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Luggage dropoff allowed""}",25,2,10,f,flexible,95
7137,27210854,t,1,within an hour,10,t,2,Beacon Hill,House,Private room,47.58819876,-122.3097646,1,1.5,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens""}",0,1,30,t,strict_14_with_grace_period,58
3480,16219864,f,0.99,within an hour,521,f,3,Downtown,Apartment,Entire home/apt,47.61002959,-122.3305501,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",Keypad,""Building staff"",""Private living room""}",89,2,1125,t,strict,189
7093,27021510,t,1,within an hour,1,f,2,Rainier Valley,Tiny house,Entire home/apt,47.5591561,-122.2903691,1,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony""}",35,1,28,t,moderate,99
481,2238105,t,1,within a day,1,t,2,Ballard,Guesthouse,Entire home/apt,47.66336498,-122.3624685,1,1,1,1,Real Bed,"{Internet,Wifi,""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Smoke detector"",Essentials,Shampoo,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Long term stays allowed""}",40,4,15,t,moderate,90
5561,22209044,f,0.99,within an hour,521,f,5,Downtown,Apartment,Entire home/apt,47.61040403,-122.3416753,4,2,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",129,2,1125,t,strict,350
1351,7021906,t,1,within an hour,9,f,14,Ballard,House,Entire home/apt,47.67362807,-122.389302,10,3.5,5,9,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",200,2,29,t,moderate,363
867,4440686,f,1,within an hour,1,f,4,Downtown,Condominium,Entire home/apt,47.60829178,-122.3436535,1,1,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Elevator,""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Outlet covers"",""High chair"",""Fireplace guards"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",Waterfront,""Handheld shower head""}",115,3,1125,t,strict_14_with_grace_period,195
3642,16856516,t,1,within an hour,1,f,2,Central Area,Townhouse,Private room,47.60818217,-122.3085581,1,3.5,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",20,2,1125,t,moderate,100
4484,19785977,f,0.99,within an hour,81,f,4,Other neighborhoods,Apartment,Entire home/apt,47.68013546,-122.3531771,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib""}",95,1,365,t,super_strict_30,112
2195,11237631,t,1,within an hour,3,t,6,Ballard,Townhouse,Entire home/apt,47.66704725,-122.3703289,1,2,3,4,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Other pet(s)"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed""}",125,3,24,f,moderate,245
1049,5525073,f,1,within an hour,3,t,3,Other neighborhoods,Apartment,Entire home/apt,47.65201735,-122.3459209,1,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",95,3,1125,f,strict_14_with_grace_period,145
