"id","host_response_time","host_response_rate","host_is_superhost","host_identity_verified","host_listings_count","neighbourhood_group_cleansed","room_type","guests_included","accommodates","bathrooms","bedrooms","beds","bed_type","price","cleaning_fee","minimum_nights","instant_bookable","cancellation_policy","review_scores_rating","num_amenities","total_nearby_landmarks"
20478622,"within an hour",1,"f","f",123,"Capitol Hill","Private room",1,2,1.5,1,1,"Real Bed",90,25,1,"t","strict_14_with_grace_period",0,15,0
12069871,"within a day",1,"t","f",1,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",47,100,2,"f","strict_14_with_grace_period",1,23,0
30430318,"within an hour",0.97,"f","t",14,"Ballard","Entire home/apt",14,16,3,5,11,"Real Bed",200,100,1,"t","strict_14_with_grace_period",0,36,0
1179538,"within an hour",1,"f","t",4,"Ballard","Entire home/apt",4,4,2.5,2,3,"Real Bed",200,100,1,"f","strict_14_with_grace_period",1,17,0
15111676,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",2,6,2,2,2,"Real Bed",100,85,2,"t","strict_14_with_grace_period",1,27,0
1150519,"within a few hours",1,"f","t",1,"Other neighborhoods","Entire home/apt",4,7,1.5,3,5,"Real Bed",300,150,2,"f","strict_14_with_grace_period",1,34,0
31489880,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",5,6,2.5,3,3,"Real Bed",215,95,1,"f","strict_14_with_grace_period",1,19,0
844939,"within an hour",1,"f","f",2,"Downtown","Entire home/apt",1,4,1,1,2,"Real Bed",132,95,2,"t","strict_14_with_grace_period",1,67,5
4069543,"within a few hours",1,"t","t",2,"West Seattle","Private room",2,5,1.5,1,4,"Real Bed",120,0,2,"f","flexible",1,35,0
21305258,"within a few hours",1,"t","f",1,"Central Area","Private room",1,1,1,1,1,"Real Bed",50,0,2,"t","flexible",1,18,0
17094436,"within an hour",1,"t","f",1,"Lake City","Entire home/apt",2,4,1,1,2,"Real Bed",110,60,2,"f","moderate",1,48,0
649243,"within an hour",1,"t","t",1,"Other neighborhoods","Private room",1,1,3,1,1,"Real Bed",75,10,3,"f","flexible",1,25,0
1483944,"within an hour",1,"t","f",2,"Other neighborhoods","Private room",2,6,1,1,2,"Real Bed",75,20,2,"t","moderate",1,32,0
1422383,"within a few hours",1,"t","t",1,"Delridge","Private room",1,2,1,1,1,"Real Bed",75,0,1,"t","moderate",1,13,0
27614680,"within an hour",1,"t","f",3,"Central Area","Entire home/apt",1,5,1.5,2,2,"Real Bed",300,100,2,"t","flexible",1,32,0
21298775,"within an hour",1,"t","t",1,"Rainier Valley","Entire home/apt",4,6,1.5,2,4,"Real Bed",180,50,2,"t","moderate",1,43,0
25239812,"within an hour",1,"t","t",7,"Lake City","Private room",1,2,1,1,1,"Real Bed",75,38,2,"t","moderate",1,13,0
29910835,"within an hour",1,"f","f",1,"Rainier Valley","Entire home/apt",4,4,1,2,2,"Real Bed",65,60,2,"t","moderate",1,30,0
5304739,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",1,6,1,2,4,"Real Bed",81,65,1,"t","strict_14_with_grace_period",1,38,0
2638086,"within a few hours",1,"f","t",1,"West Seattle","Entire home/apt",2,4,1,1,2,"Real Bed",120,60,2,"t","strict_14_with_grace_period",1,43,0
29251722,"within an hour",1,"t","f",11,"Downtown","Entire home/apt",1,6,1,2,3,"Real Bed",170,125,2,"t","flexible",1,50,3
22152424,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",199,89,2,"t","strict",1,27,3
25080847,"within an hour",1,"t","t",2,"Other neighborhoods","Entire home/apt",2,2,1,0,1,"Real Bed",157,65,3,"f","strict_14_with_grace_period",1,27,0
31073049,"within a day",0.5,"f","f",1,"Rainier Valley","Private room",2,4,2,1,1,"Real Bed",80,5,1,"f","strict_14_with_grace_period",1,48,0
22037772,"within an hour",1,"t","f",1,"Beacon Hill","Entire home/apt",6,6,2.5,3,3,"Real Bed",220,99,1,"t","moderate",1,42,0
21008527,"within an hour",1,"f","f",100,"Downtown","Entire home/apt",1,3,1,1,1,"Real Bed",195,60,2,"t","strict_14_with_grace_period",0,31,1
15412444,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",2,2,1,1,1,"Real Bed",170,75,2,"f","strict_14_with_grace_period",1,22,5
20390310,"within an hour",1,"f","f",156,"Central Area","Entire home/apt",4,4,1,1,2,"Real Bed",81,188,2,"t","super_strict_30",1,19,0
20441251,"within a few hours",1,"f","t",1,"Other neighborhoods","Entire home/apt",2,3,1,1,2,"Real Bed",58,150,182,"f","moderate",1,22,0
27685033,"within an hour",1,"t","f",1,"Downtown","Entire home/apt",1,2,1,0,1,"Real Bed",150,100,4,"f","flexible",1,55,5
26082877,"within an hour",1,"t","t",1,"West Seattle","Private room",1,2,1,1,1,"Real Bed",58,50,1,"f","moderate",1,48,0
29803688,"within an hour",1,"t","f",3,"Downtown","Shared room",1,3,1,1,2,"Real Bed",50,5,2,"t","moderate",1,21,5
24700432,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",150,75,2,"t","flexible",0,35,2
13625368,"within an hour",1,"t","f",2,"Delridge","Private room",1,2,1,1,1,"Real Bed",42,25,1,"f","moderate",1,32,0
26504154,"within a few hours",1,"t","t",1,"Delridge","Entire home/apt",2,6,1,3,4,"Real Bed",200,50,2,"f","flexible",1,35,0
22844360,"within an hour",1,"t","f",3,"Cascade","Entire home/apt",3,4,1,2,0,"Real Bed",96,88,1,"t","moderate",1,30,0
22958194,"within an hour",1,"t","t",4,"Downtown","Entire home/apt",2,5,1,1,3,"Real Bed",140,55,1,"f","strict_14_with_grace_period",1,38,5
28007052,"within an hour",1,"f","t",1,"Downtown","Entire home/apt",2,2,1,1,1,"Real Bed",269,100,3,"f","strict_14_with_grace_period",1,20,4
24119568,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,0,1,"Real Bed",90,75,7,"f","strict_14_with_grace_period",1,16,3
13251351,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",2,2,1,0,2,"Real Bed",55,39,2,"t","moderate",1,23,0
30130681,"within an hour",1,"t","f",4,"Capitol Hill","Entire home/apt",2,3,1,0,1,"Real Bed",200,50,1,"t","moderate",1,38,0
27988579,"within a few hours",1,"f","t",1,"Lake City","Private room",2,4,1,2,2,"Real Bed",250,30,1,"f","flexible",1,42,0
8410066,"within an hour",1,"t","f",5,"Rainier Valley","Private room",1,2,1,1,1,"Real Bed",59,20,2,"f","moderate",1,25,0
16787384,"within a few hours",1,"t","t",1,"Queen Anne","Entire home/apt",1,5,1,2,3,"Real Bed",134,125,25,"f","flexible",1,36,2
22751612,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",100,75,2,"t","flexible",1,43,2
22767814,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",100,75,2,"t","flexible",1,43,2
17765464,"within an hour",1,"t","f",131,"Capitol Hill","Entire home/apt",2,3,1,0,1,"Real Bed",200,75,2,"t","moderate",1,35,2
13878032,"within a few hours",1,"f","t",57,"Other neighborhoods","Shared room",2,2,3.5,1,2,"Real Bed",90,150,4,"f","strict_14_with_grace_period",0,38,0
18292304,"within an hour",1,"f","f",1292,"Downtown","Entire home/apt",3,3,1,1,2,"Real Bed",1002,99,1,"t","strict_14_with_grace_period",0,18,4
24775012,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",99,75,2,"t","flexible",1,35,2
9562586,"within a day",1,"t","t",2,"Other neighborhoods","Private room",2,3,1,2,2,"Real Bed",70,75,2,"f","moderate",1,30,0
18598023,"within an hour",1,"t","t",1,"Ballard","Entire home/apt",1,4,1,1,1,"Real Bed",97,40,1,"t","strict_14_with_grace_period",1,39,0
11395084,"within an hour",1,"f","t",5,"Lake City","Private room",1,2,2,1,1,"Real Bed",49,20,3,"f","strict_14_with_grace_period",1,30,0
14213134,"within an hour",1,"t","t",5,"West Seattle","Entire home/apt",2,2,1,1,1,"Real Bed",109,47,2,"t","moderate",1,54,0
13451764,"within an hour",1,"f","f",18,"Central Area","Entire home/apt",2,4,1,1,1,"Real Bed",220,150,3,"t","strict_14_with_grace_period",1,53,0
303277,"within an hour",1,"f","t",2,"Cascade","Entire home/apt",1,2,1,2,2,"Real Bed",150,250,30,"f","strict_14_with_grace_period",1,27,0
22105445,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",275,89,2,"t","strict",0,24,5
17736840,"within a day",0.9,"t","t",3,"Downtown","Entire home/apt",2,2,1,0,1,"Real Bed",315,70,2,"f","flexible",1,27,3
28886777,"within an hour",1,"t","t",42,"Downtown","Entire home/apt",1,4,1,1,1,"Real Bed",145,105,2,"t","strict_14_with_grace_period",1,61,5
16290147,"within an hour",1,"t","t",1,"Central Area","Private room",1,2,1,1,1,"Real Bed",55,0,1,"f","moderate",1,32,0
20169621,"within an hour",1,"t","f",3,"Other neighborhoods","Entire home/apt",1,4,1,0,1,"Real Bed",133,100,2,"t","moderate",1,34,0
16547797,"within an hour",1,"t","t",9,"Downtown","Entire home/apt",2,4,1,0,1,"Real Bed",150,50,1,"t","moderate",1,17,2
26665671,"within an hour",1,"f","f",123,"Capitol Hill","Shared room",1,2,1,1,1,"Real Bed",20,15,1,"t","strict_14_with_grace_period",0,11,0
21039284,"within an hour",1,"t","t",3,"West Seattle","Entire home/apt",2,3,1,1,1,"Real Bed",105,75,3,"t","strict_14_with_grace_period",1,49,0
15901973,"within an hour",1,"f","f",3,"Other neighborhoods","Private room",1,2,1,1,2,"Real Bed",50,50,2,"t","moderate",0,21,0
27633718,"within an hour",1,"f","f",2,"Downtown","Entire home/apt",2,4,1,1,2,"Real Bed",137,50,1,"f","strict_14_with_grace_period",1,17,4
15435193,"within an hour",0.84,"t","t",2,"Central Area","Private room",1,2,1,1,1,"Real Bed",60,20,1,"f","moderate",1,27,0
14651421,"within an hour",1,"t","t",2,"Other neighborhoods","Entire home/apt",2,4,1,2,2,"Real Bed",115,50,2,"f","moderate",1,43,0
26804995,"within an hour",1,"t","f",1,"Downtown","Entire home/apt",1,2,1,0,1,"Real Bed",75,45,2,"f","flexible",1,23,5
25871125,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",450,75,2,"t","flexible",0,37,2
23766343,"within an hour",1,"t","f",4,"Central Area","Entire home/apt",3,4,2,2,2,"Real Bed",80,80,1,"t","strict_14_with_grace_period",1,31,0
25522851,"within an hour",1,"t","f",1,"West Seattle","Entire home/apt",1,2,1,1,1,"Real Bed",95,30,2,"t","moderate",1,23,0
16553656,"within an hour",1,"t","t",2,"Beacon Hill","Entire home/apt",1,2,1,1,1,"Real Bed",79,30,2,"f","strict_14_with_grace_period",1,35,0
3038772,"within an hour",1,"t","t",1,"Ballard","Private room",1,2,1,1,0,"Real Bed",60,30,2,"f","moderate",1,41,0
19785986,"within an hour",0.99,"f","f",81,"Downtown","Entire home/apt",4,4,1,1,2,"Real Bed",164,160,1,"t","super_strict_30",0,25,5
21206836,"within an hour",1,"f","t",4,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",199,60,1,"f","strict_14_with_grace_period",1,29,5
24313566,"within an hour",1,"t","t",2,"Central Area","Entire home/apt",5,5,1,2,2,"Real Bed",145,95,3,"t","flexible",1,34,0
25266509,"within an hour",1,"t","t",7,"Lake City","Private room",1,2,1,1,2,"Real Bed",80,39,2,"t","moderate",0,13,0
25169234,"within an hour",1,"f","f",123,"Queen Anne","Entire home/apt",1,2,1,0,1,"Real Bed",120,40,1,"t","strict_14_with_grace_period",1,15,4
1494828,"within an hour",1,"t","t",6,"Cascade","Entire home/apt",3,4,1,2,2,"Real Bed",138,115,3,"t","strict_14_with_grace_period",1,39,0
21019339,"within an hour",1,"f","f",100,"Downtown","Entire home/apt",1,3,1,1,1,"Real Bed",195,60,2,"t","strict_14_with_grace_period",1,32,1
7510776,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",229,89,2,"t","strict",1,27,3
21645867,"within an hour",1,"f","f",123,"Beacon Hill","Private room",1,2,1,1,1,"Real Bed",40,25,1,"t","strict_14_with_grace_period",0,13,0
18291988,"within an hour",1,"f","f",1292,"Downtown","Entire home/apt",6,6,2,2,3,"Real Bed",1002,99,1,"t","strict_14_with_grace_period",1,19,5
18667259,"within an hour",1,"f","t",1,"Other neighborhoods","Private room",1,2,1,0,1,"Real Bed",150,0,1,"f","flexible",1,11,0
12829873,"within an hour",1,"t","t",1,"Queen Anne","Entire home/apt",1,4,1,1,2,"Real Bed",180,50,2,"f","moderate",1,25,1
3625969,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",2,3,1,1,2,"Real Bed",50,45,2,"f","moderate",1,40,0
19904304,"within a few hours",1,"t","t",1,"West Seattle","Entire home/apt",2,4,1,1,1,"Real Bed",133,100,3,"f","moderate",1,29,0
13317047,"within an hour",1,"f","t",6,"Beacon Hill","Private room",2,2,2.5,1,1,"Real Bed",45,10,1,"t","moderate",0,9,0
25844086,"within an hour",1,"t","f",1,"Central Area","Entire home/apt",1,2,1,0,1,"Real Bed",200,35,1,"f","moderate",1,19,0
15733683,"within a few hours",1,"t","t",2,"Central Area","Private room",1,2,1.5,1,1,"Real Bed",60,0,3,"t","flexible",1,18,0
26963720,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",1,5,2,2,3,"Real Bed",166,65,2,"t","flexible",1,36,0
5670781,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",6,6,2,3,3,"Real Bed",170,110,2,"f","strict_14_with_grace_period",1,44,0
22455002,"within an hour",1,"t","f",5,"Queen Anne","Entire home/apt",1,6,1,2,2,"Real Bed",89,99,1,"f","strict_14_with_grace_period",1,41,0
17475636,"within an hour",1,"f","f",3,"Capitol Hill","Private room",1,2,1,1,1,"Real Bed",95,10,2,"t","moderate",1,20,0
4223597,"within an hour",1,"f","f",3,"Capitol Hill","Entire home/apt",1,4,2,2,2,"Real Bed",195,95,3,"t","strict_14_with_grace_period",1,19,0
23543030,"within an hour",1,"t","t",2,"Beacon Hill","Entire home/apt",10,12,3,4,6,"Real Bed",499,180,1,"t","moderate",1,45,0
15464261,"within an hour",1,"t","t",1,"Ballard","Entire home/apt",4,4,1,2,2,"Real Bed",148,99,1,"f","flexible",1,19,0
25968681,"within an hour",0.98,"t","t",5,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",200,50,2,"t","moderate",1,29,5
29761710,"within an hour",1,"t","f",1,"Delridge","Entire home/apt",1,6,1,2,3,"Real Bed",100,60,1,"t","moderate",1,26,0
17767017,"within an hour",1,"t","f",1,"Rainier Valley","Entire home/apt",2,6,1,2,2,"Real Bed",110,25,2,"t","moderate",1,45,0
8002965,"within a few hours",1,"t","t",1,"Other neighborhoods","Private room",1,1,1,1,1,"Real Bed",43,15,3,"f","moderate",1,20,0
27303441,"within an hour",1,"t","t",9,"Other neighborhoods","Private room",1,4,1,1,1,"Real Bed",99,0,1,"t","strict_14_with_grace_period",1,40,0
17221609,"within an hour",1,"t","f",1,"West Seattle","Entire home/apt",2,2,1,0,1,"Real Bed",91,20,1,"t","strict_14_with_grace_period",1,35,0
16000287,"within an hour",1,"f","f",5,"Capitol Hill","Entire home/apt",4,6,1,2,3,"Real Bed",199,85,2,"t","moderate",0,36,0
25381145,"within an hour",1,"t","t",1,"Beacon Hill","Entire home/apt",1,4,1,1,2,"Real Bed",100,60,2,"t","flexible",1,42,0
24308321,"within an hour",1,"t","f",1,"Capitol Hill","Entire home/apt",2,4,2,1,2,"Real Bed",130,90,2,"t","strict_14_with_grace_period",1,30,0
29802192,"within an hour",0.98,"f","f",8,"Capitol Hill","Entire home/apt",2,4,1,1,2,"Real Bed",100,50,2,"t","flexible",1,20,0
26335553,"within an hour",1,"f","f",123,"Capitol Hill","Shared room",1,1,1,1,1,"Real Bed",30,15,1,"t","strict_14_with_grace_period",0,8,0
1209447,"within a day",1,"f","t",1,"Rainier Valley","Entire home/apt",2,6,2,3,3,"Real Bed",149,70,3,"f","strict_14_with_grace_period",0,16,0
28671538,"within an hour",1,"t","f",1,"Queen Anne","Entire home/apt",1,3,1,0,1,"Real Bed",86,50,1,"t","flexible",1,35,2
4250367,"within a few hours",1,"f","t",9,"Queen Anne","Entire home/apt",1,7,4,3,3,"Real Bed",600,200,2,"f","flexible",1,32,3
23376436,"within an hour",1,"t","t",42,"Downtown","Entire home/apt",1,4,1,1,1,"Real Bed",150,105,2,"f","strict_14_with_grace_period",1,36,5
6376139,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",2,4,1,1,2,"Real Bed",125,125,2,"f","strict_14_with_grace_period",1,27,0
28962644,"within an hour",1,"t","f",2,"Capitol Hill","Entire home/apt",2,3,1,1,3,"Real Bed",149,50,2,"t","moderate",1,27,0
27026356,"within a few hours",0.75,"f","f",1,"Delridge","Private room",4,6,1,2,4,"Real Bed",100,0,2,"f","flexible",1,34,0
20622986,"within an hour",1,"t","t",1,"University District","Entire home/apt",1,3,1,1,1,"Real Bed",200,50,2,"f","moderate",1,38,0
15116652,"within a few hours",1,"t","t",1,"Magnolia","Private room",1,1,2,1,1,"Real Bed",43,50,2,"f","flexible",1,27,0
25205611,"within an hour",1,"f","f",3,"Northgate","Private room",1,2,1,1,1,"Real Bed",50,30,2,"t","strict_14_with_grace_period",1,11,0
23111768,"within an hour",1,"f","t",1,"West Seattle","Entire home/apt",1,3,1,1,1,"Real Bed",109,30,2,"t","moderate",1,31,0
22817443,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",100,75,2,"t","flexible",1,43,2
25908175,"within an hour",1,"t","t",9,"Downtown","Entire home/apt",2,4,1,0,2,"Real Bed",70,50,1,"t","strict_14_with_grace_period",1,28,1
18044555,"within an hour",1,"t","t",2,"Queen Anne","Entire home/apt",2,4,1,1,2,"Real Bed",150,70,2,"t","moderate",1,52,1
6908161,"within an hour",1,"t","t",3,"Capitol Hill","Entire home/apt",3,4,1,2,2,"Real Bed",145,75,10,"f","moderate",1,24,0
16898013,"within an hour",1,"t","t",2,"Other neighborhoods","Entire home/apt",2,3,1,1,1,"Real Bed",120,100,4,"t","flexible",1,23,0
15975033,"within an hour",1,"t","t",1,"West Seattle","Entire home/apt",1,4,1,2,2,"Real Bed",55,40,1,"t","moderate",1,25,0
23309878,"within an hour",1,"t","t",2,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",145,75,1,"f","strict_14_with_grace_period",1,34,5
24524465,"within a few hours",1,"f","t",2,"West Seattle","Entire home/apt",1,4,1,2,2,"Real Bed",189,120,2,"f","moderate",0,31,0
29056987,"within an hour",1,"t","f",5,"Capitol Hill","Entire home/apt",4,4,1,1,2,"Real Bed",125,75,1,"f","moderate",1,29,0
16477955,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",2,2,1,1,1,"Real Bed",120,30,1,"t","moderate",1,26,0
22360175,"within an hour",1,"t","t",1,"Rainier Valley","Entire home/apt",1,2,1,0,1,"Real Bed",55,10,2,"t","flexible",1,28,0
25683001,"within an hour",1,"t","t",2,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",80,20,1,"f","moderate",1,25,0
21500836,"within an hour",1,"t","f",1,"West Seattle","Private room",1,2,1,1,1,"Real Bed",75,15,2,"t","flexible",1,25,0
9460,"within an hour",1,"t","f",4,"Downtown","Private room",1,2,1,1,1,"Real Bed",79,45,3,"t","moderate",1,54,3
29538361,"within an hour",1,"f","f",7,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",40,40,2,"t","flexible",1,16,0
18397398,"within an hour",0.92,"f","t",4,"Downtown","Entire home/apt",3,4,1,1,2,"Real Bed",99,65,2,"t","strict_14_with_grace_period",1,50,5
25356262,"within an hour",0.94,"t","t",1,"Beacon Hill","Entire home/apt",1,2,1,0,1,"Real Bed",95,35,2,"t","flexible",1,29,0
18630803,"within an hour",1,"t","t",1,"Beacon Hill","Entire home/apt",1,2,1,0,1,"Real Bed",99,45,2,"t","moderate",1,42,0
25016471,"within a few hours",1,"t","f",1,"Rainier Valley","Entire home/apt",3,4,1,0,2,"Real Bed",85,35,2,"t","flexible",1,29,0
26074454,"within an hour",1,"t","f",11,"Downtown","Entire home/apt",1,4,1,0,2,"Real Bed",167,75,2,"t","flexible",1,18,5
29683682,"within an hour",1,"f","f",120,"Capitol Hill","Entire home/apt",1,4,2,2,2,"Real Bed",240,88,2,"t","strict_14_with_grace_period",1,34,0
5470943,"within an hour",1,"t","t",3,"Capitol Hill","Entire home/apt",4,4,1,2,2,"Real Bed",133,80,2,"t","flexible",1,45,0
20428070,"within a few hours",1,"f","t",2,"West Seattle","Entire home/apt",6,6,2,3,3,"Real Bed",295,150,2,"f","strict_14_with_grace_period",1,33,0
12343805,"within a day",1,"t","f",1,"Other neighborhoods","Entire home/apt",1,2,1,0,1,"Real Bed",100,50,10,"f","moderate",1,20,0
31021801,"within an hour",1,"f","f",5,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",40,20,1,"t","strict_14_with_grace_period",0,8,0
8418650,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",3,4,1,2,3,"Real Bed",110,60,3,"f","moderate",1,26,0
20696304,"within an hour",1,"t","f",3,"Cascade","Entire home/apt",1,4,1.5,1,1,"Real Bed",300,80,2,"f","moderate",1,58,4
5213468,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",300,89,2,"t","strict",1,18,5
25103032,"within an hour",1,"f","f",2,"Central Area","Entire home/apt",1,4,1,3,2,"Real Bed",150,0,5,"t","moderate",0,17,0
10949926,"within an hour",1,"t","t",4,"Queen Anne","Entire home/apt",3,5,1,2,2,"Real Bed",125,85,3,"t","strict_14_with_grace_period",1,49,1
21448489,"within an hour",1,"t","f",2,"Other neighborhoods","Entire home/apt",1,2,1,1,1,"Real Bed",95,50,2,"f","moderate",1,52,0
20140099,"within an hour",0.86,"f","t",9,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",130,45,1,"t","moderate",1,26,0
18175582,"within an hour",1,"t","t",42,"Downtown","Entire home/apt",1,4,1,1,1,"Real Bed",139,107,7,"f","strict_14_with_grace_period",1,52,5
9465166,"within an hour",1,"t","t",2,"Queen Anne","Entire home/apt",1,5,1,2,2,"Real Bed",145,75,2,"f","moderate",1,38,1
20843851,"within an hour",0.98,"f","f",61,"Downtown","Entire home/apt",2,4,1,1,2,"Real Bed",146,165,1,"f","strict_14_with_grace_period",1,21,5
29734963,"within an hour",1,"t","t",6,"Rainier Valley","Entire home/apt",3,3,1,2,3,"Real Bed",58,35,2,"f","flexible",1,52,0
27144007,"within an hour",1,"f","t",1,"Central Area","Private room",1,1,1,1,1,"Real Bed",70,15,1,"f","moderate",1,18,0
